Name,Url,Description,Chains,Twitter,TVL,Chain TVLs,Category
JaguarSwap,https://arbi.jaguarswap.com,JaguarSwap is a brand new DeFi project designed by an experienced development team as the 3rd generation deflationary yield farm & AMM on Arbitrum.,['Arbitrum'],JaguarSwap,360.20271907748895,"{'Arbitrum-staking': 0, 'Arbitrum': 360.20271907748895, 'staking': 0}",Yield
PixelSwap,https://pixelswap.xyz/,PixelSwap Is a efficient and interconnected decentralized exchange that accommodates various blockchain networks seamlessly,"['Op_Bnb', 'Base', 'zkSync Era', 'Arbitrum', 'Linea']",PixelSwapFi,346.3841578411439,"{'zkSync Era': 8.26692561030168e-06, 'Linea': 0, 'Arbitrum': 3.29652e-15, 'Op_Bnb': 329.76452333686916, 'Base': 16.619626237349173}",Dexes
nftperp,https://nftperp.xyz/,Perpetual futures DEX for NFTs,['Arbitrum'],nftperp,345.96105376264785,{'Arbitrum': 345.96105376264785},Derivatives
LuxsFi,https://luxs.fi/,"Introducing Luxs.fi - the innovative and decentralized platform that's taking the world of DeFi by storm. If you're looking to maximize your yields and earn compound interest on your crypto holdings, Luxs.fi is the perfect solution for you. With a range of investment strategies secured and enforced by smart contracts, this platform automatically optimizes user rewards from various liquidity pools, automated market making projects, and other yield farming opportunities in the DeFi ecosystem","['Polygon', 'Optimism', 'Binance', 'Arbitrum']",luxs_fi,290.60947337212576,"{'Binance': 15.247245512238361, 'Optimism': 57.94229147374952, 'Polygon': 208.78887196193108, 'Arbitrum': 8.631064424206832}",Yield Aggregator
GmCash,https://www.gmcash.finance,The revolutionary Defi Protocol on Arbitrum designed to follow the price of GMX.,['Arbitrum'],gmcashfi,289.32947074272806,"{'pool2': 89.50199909675524, 'Arbitrum-staking': 2779.9684908760346, 'Arbitrum': 289.32947074272806, 'Arbitrum-pool2': 89.50199909675524, 'staking': 2779.9684908760346}",Algo-Stables
theGoblins,https://thegoblins.finance,TheGoblins.Finance represents an ambitious experiment with the goal of offering a comprehensive suite of DeFi protocols that compliment their utility-packed NFT collection - The Goblins.,['Arbitrum'],theGoblinsFi,259.425036632916,{'Arbitrum': 259.425036632916},Yield
Just Yield,https://www.justyield.finance,Just Yield is a decentralized platform that allows users to earn interest on their crypto holdings through a range of yield farming strategies.,['Arbitrum'],JustYield_Fi,213.2575534398522,{'Arbitrum': 213.2575534398522},Yield Aggregator
WaterDendy,https://dendy.defiwaterfall.com,WaterDendy is a Yield Protocol built on Arbitrum by Waterfall Finance team ,['Arbitrum'],defi_waterfall,172.73490025689563,"{'pool2': 18.64538808085554, 'Arbitrum-staking': 26.448349702308207, 'Arbitrum': 172.73490025689563, 'Arbitrum-pool2': 18.64538808085554, 'staking': 26.448349702308207}",Yield
Steadefi,https://steadefi.com,"Steadefi is an undercollateralized leveraged yield aggregator on Arbitrum and Avalanche. It provides automated risk and position management, along with various strategies for different market outlooks, delta one and delta neutral. Currently, both lenders and strategy vault depositors can participate in their Liquidity Bootstrap Campaign to earn extra $esSTEADY prior to token launch.","['Avalanche', 'Arbitrum']",steadefi,167.5753189466394,"{'Avalanche': 145.53918929701513, 'Arbitrum': 22.036129649624282}",Leveraged Farming
AntiHero Finance,https://www.antihero.finance,"AntiHero is a pioneering non-custodial lending protocol on Arbitrum, empowering users to borrow and lend assets.",['Arbitrum'],AntiHeroFinance,120.76684379075469,"{'Arbitrum-borrowed': 14748.64374704646, 'Arbitrum-staking': 0, 'Arbitrum': 120.76684379075469, 'borrowed': 14748.64374704646, 'staking': 0}",Lending
Dubble Exchange,https://dubbledex.com/,Liquidity market powered by $DUB autobribes | DAO oriented protocol on Arbitrum,['Arbitrum'],DubbleExchange,76.45565226627001,{'Arbitrum': 76.45565226627001},Yield
Flux Protocol,https://flux.01.finance,"Flux Protocol is a borderless lending protocol, where low transaction fees and cross-chain interoperability are reality!","['OKExChain', 'Binance', 'Ethereum', 'Conflux', 'Arbitrum', 'Polygon']",zero1_flux,54.06686139637803,"{'Binance': 14.876311475313743, 'Ethereum': 0, 'Binance-staking': 34654.74566894664, 'Ethereum-staking': 0, 'Ethereum-borrowed': 0, 'Conflux': 0, 'Arbitrum': 0, 'Conflux-borrowed': 0, 'borrowed': 28491.005099417263, 'staking': 39063.889922581875, 'OKExChain-staking': 4363.492188774436, 'OKExChain': 39.19054992106429, 'Arbitrum-borrowed': 0, 'Polygon-borrowed': 0, 'Binance-borrowed': 0.6241728806390124, 'Arbitrum-staking': 21.97424655762911, 'Polygon': 0, 'Polygon-staking': 23.67781830317228, 'Conflux-staking': 0, 'OKExChain-borrowed': 28490.380926536625}",Lending
Doora Inu,https://doorainu.world,Only memecoin on Arbitrum with in-built Automated Price Protection mechanism. Doora Inu farm is capable of NFT staking and APR boosting with NFTs.,['Arbitrum'],DooraInuWorld,49.089063480134804,"{'pool2': 141.78288945277026, 'Arbitrum-staking': 3.0211410671365764, 'Arbitrum': 49.089063480134804, 'Arbitrum-pool2': 141.78288945277026, 'staking': 3.0211410671365764}",Yield
Camel Farm,https://camelfarm.app,"CamelFarm is a High-Yield liquidity mining DAPP launched on Arbitrum, incentivizing liquidity providers on SwapFish.",['Arbitrum'],CamelFarmApp,33.550732745074995,"{'pool2': 4.310902759370423, 'Arbitrum-staking': 21.601322025995767, 'Arbitrum': 33.550732745074995, 'Arbitrum-pool2': 4.310902759370423, 'staking': 21.601322025995767}",Farm
Pacman,https://pacman.finance,"Pacman is the first decentralized leverage yield & liquidity aggregation protocol, community oriented on Arbitrum.",['Arbitrum'],_pacmanfinance,30.83962021708674,{'Arbitrum': 30.83962021708674},Leveraged Farming
Defi Master,https://defimaster.pro,"Farm Booster On Arbitrum, Zero Fees",['Arbitrum'],DefiFarmMaster,27.52774387743983,{'Arbitrum': 27.52774387743983},Yield
ArbiTen,https://arbiten.finance,Algorithmic stablecoin on Arbitrum One pegged to 0.1 ETH by both Seigniorage and Fractional Collateralization.,['Arbitrum'],ArbiTenFinance,19.02623673880731,"{'pool2': 2864.6713790690224, 'Arbitrum-staking': 7.79812103934463, 'Arbitrum': 19.02623673880731, 'Arbitrum-pool2': 2864.6713790690224, 'staking': 7.79812103934463}",Algo-Stables
Goldbank Finance,https://www.goldbank.finance,Goldbank is a community-owned lending protocol that enables seamless borrowing and lending on Arbitrum.,['Arbitrum'],GBdotFi,6.203694,"{'Arbitrum-borrowed': 701184.8393734007, 'Arbitrum': 6.203694, 'borrowed': 701184.8393734007}",Lending
Kyborg Exchange,https://kyborg.exchange/,V3 AMM with concentrated liquidity | multiple fee tiers per pool | keeper-less limit orders,['Arbitrum'],KyborgExchange,0.27210517369718257,{'Arbitrum': 0.27210517369718257},Dexes
Dinosaur.Finance,https://www.dinosaur.ink/,Dinosaur is a revolutionary and SAFU yield aggregator on Arbitrum,['Arbitrum'],Dinosaur_Yield_,0.1399633629752814,{'Arbitrum': 0.1399633629752814},Yield Aggregator
Powerbomb Finance,https://www.powerbomb.finance,"DeFi yield customizer. Deposit liquidity, choose what you want to earn your yields in. Live on Avalanche and Harmony.","['Optimism', 'Polygon', 'Arbitrum']",powerbombfi,0.055511,"{'Optimism': 0.055199, 'Polygon': 0.000271, 'Arbitrum': 4.1e-05}",Yield
Sohei,https://app.sohei.io/markets,"Building the ultimate DeFi lending experience, powered by Arbitrum.",['Arbitrum'],soheidotio,1.999615001649037e-06,"{'Arbitrum-borrowed': 843.3503421112517, 'Arbitrum': 1.999615001649037e-06, 'borrowed': 843.3503421112517}",Lending
ArbiCheems,https://arbicheems.finance/,"ArbiCheems is a fun, cheeseburger-loving squishy doge modeled after a particular rainbow-cat protocol but with some notable tweaks to make it more value-oriented and integrate in the Arbi's Food Court.",['Arbitrum'],,1.64654e-07,"{'pool2': 0.005677582065043165, 'Arbitrum-staking': 2.665000840289814, 'Arbitrum': 1.64654e-07, 'Arbitrum-pool2': 0.005677582065043165, 'staking': 2.665000840289814}",Yield
Amy Finance,https://amy.finance,Amy Finance is a Layer 2 based & LP-friendly Lending Protocol.,['Arbitrum'],amyfinance,0,{'Arbitrum': 0},Lending
Omicron,https://omic.finance,"Omicron is a decentralized reserve currency protocol available on the Arbitrum Network based on the OMIC token. Each OMIC token is backed by a basket of assets (e.g. MIM, OMIC-MIM LP) in the OMIC treasury, giving it an intrinsic value that it cannot fall below.",['Arbitrum'],OmicDAO,0,"{'Arbitrum-staking': 0, 'Arbitrum': 0, 'staking': 0}",Reserve Currency
TreasureDAO,https://www.treasure.lol/,Building bridges between metaverses with $MAGIC ✨and treasures,['Arbitrum'],Treasure_DAO,0,"{'pool2': 1461.5746948426822, 'Arbitrum-staking': 2982031.0093812575, 'Arbitrum': 0, 'Arbitrum-pool2': 1461.5746948426822, 'staking': 2982031.0093812575}",Yield
Dogs of Elon,https://dogsofelon.io,"DoE is a passion project that creates an alternative to CryptoPunks, it is inspired by both DOGE and SHIB and has 10,000 unique collectable characters for the meme coin community","['Ethereum', 'Arbitrum']",dogsofelon,0,"{'Ethereum': 0, 'pool2': 30.41020144466996, 'Ethereum-staking': 2011.8443207896278, 'Arbitrum-pool2': 30.41020144466996, 'staking': 2011.8443207896278}",Farm
Ripae,https://ripae.finance/,"We are Ripae Finance, a cross-chain algorithmic stable coin pegged to each native chain we are deployed on. Ripae Finance’s full focus is to build a true cross-chain algorithmic stable coin protocol that is stabilized with true use-cases all around the DeFi Ecosystem. Available on multiple EVM chains, our core token $PAE is fully cross-chain using Multichain bridge.","['Optimism', 'Fantom', 'Polygon', 'Cronos', 'Binance', 'Avalanche', 'Arbitrum']",ripaefinance,0,"{'Optimism': 0, 'Optimism-pool2': 1134.1329263710834, 'Optimism-staking': 110.76016624556058, 'Fantom-staking': 468.2523418519053, 'Polygon-pool2': 6677.653375683897, 'Cronos-staking': 62.83638183235806, 'Binance-pool2': 14666.569195648559, 'Binance': 0, 'Binance-staking': 75.37143017078591, 'Avalanche': 0, 'Arbitrum': 0, 'Avalanche-pool2': 9698.964472700918, 'Fantom': 0, 'staking': 1197.5906703000296, 'Cronos': 0, 'pool2': 63057.48855550203, 'Arbitrum-staking': 86.88929910437014, 'Avalanche-staking': 281.9884458336331, 'Polygon': 0, 'Cronos-pool2': 2661.878298302242, 'Polygon-staking': 111.49260526141639, 'Fantom-pool2': 17719.178228188783, 'Arbitrum-pool2': 10499.11205860654}",Algo-Stables
Kommunitas,https://kommunitas.net,"Kommunitas is a decentralized and tier-less Launchpad. Kommunitas is the solution for Multi Chain oriented projects. Kommunitas welcomes project from various blockchain like Polygon, BSC, Ethereum, Avalanche, Solana, etc.","['Polygon', 'Arbitrum']",Kommunitas1,0,"{'Polygon': 0, 'Arbitrum-staking': 12201.778510020204, 'Polygon-staking': 485789.50181750103, 'Arbitrum': 0, 'staking': 497991.28032752126}",Launchpad
Strips Finance,https://strips.finance,Strips Finance is an interest rate derivatives platform.,['Arbitrum'],StripsFinance,0,"{'pool2': 0, 'Arbitrum': 0, 'Arbitrum-pool2': 0}",Derivatives
TokensFarm,https://tokensfarm.com,Multichain Farm-As-A-Service provider offering off-the-shelf farms for projects and a yield farming one-stop shop for crypto holders.,"['Optimism', 'Fantom', 'Polygon', 'Binance', 'Ethereum', 'Avalanche', 'Arbitrum']",TokensFarm,0,"{'Optimism': 0, 'Optimism-pool2': 0, 'Optimism-staking': 0, 'Fantom-staking': 0.00257187, 'Polygon-pool2': 4932.048186030639, 'Binance-pool2': 188652.1274650105, 'Binance': 0, 'Ethereum': 0, 'Binance-staking': 2671382.2806704217, 'Avalanche': 0, 'Ethereum-staking': 247230.68553757886, 'Arbitrum': 0, 'Avalanche-pool2': 0, 'Fantom': 0, 'staking': 3078324.8764235307, 'pool2': 1885279.9125140791, 'Arbitrum-staking': 76110.43550047855, 'Ethereum-pool2': 1691413.8343315928, 'Avalanche-staking': 0, 'Polygon': 0, 'Polygon-staking': 83601.47214318169, 'Fantom-pool2': 281.9025314452564, 'Arbitrum-pool2': 0}",Yield
BetSwirl,https://www.betswirl.com,"BetSwirl aims to be the decentralized gambling platform: provably fair, non-custodial, licensed, trustless and community driven.","['Arbitrum', 'Ethereum', 'Binance', 'Avalanche', 'Polygon']",BetSwirl,0,"{'pool2': 183199.08553177357, 'Arbitrum-staking': 202851.2423691528, 'Ethereum-pool2': 183199.08553177357, 'Ethereum': 0, 'Binance-staking': 67214.91382106971, 'Avalanche-staking': 130114.72121328987, 'Polygon-staking': 209075.91905957484, 'staking': 609256.7964630872}",Prediction Market
FootballManager,https://footballmanager.gg,Football Manager is a new generation of strategy GameFi based on Arbitrum.,['Arbitrum'],Football_Web3,0,{'Arbitrum': 0},Gaming
FunDex,https://fundex.exchange/,Governance: FUN token holders can participate and vote on governance decisions. Liquidity Incentives: Users can earn Fun tokens as rewards by providing liquidity with stablecoins to the liquidity pool. Boosting: Users can earn additional Fun from the Boosting Pool by locking Fun tokens. The Boosting Pool incorporates voting escrow Fun (veFun) for rewards accrual. Locking any amount of Fun applies a boost to all stablecoin pools.,"['Optimism', 'Kava', 'Arbitrum']",Fundexexchange,0,"{'Optimism': 0, 'Kava': 0, 'Arbitrum': 0}",Dexes
Wonderly Finance,https://arb1.wonderly.finance,Multi-chain Fractional-Algorithmic Synthetic Token pegged to the value of 1 ETH on Arbitrum One and 1 FTM on Fantom Opera,"['Arbitrum', 'Fantom']",wonderlyfinance,0,"{'Arbitrum': 0, 'Fantom': 0}",Algo-Stables
Beamer Bridge,https://app.beamerbridge.com,"Enjoy Effortless Bridging - Beam your ERC20 assets between EVM-compatible rollups with certainty, speed and security.","['Optimism', 'Arbitrum']",BeamerBridge,0,"{'Optimism': 0, 'Arbitrum': 0}",Bridge
0xAcid,https://0xacid.com,Unleash the true power of LSD. Bringing maximum LSD yield profits to Acid holders with our innovative revenue models.,['Arbitrum'],0xAcidDAO,0,"{'Arbitrum-staking': 295786.7462741386, 'Arbitrum': 0, 'staking': 295786.7462741386}",Liquid Staking
Kokomo Finance,https://www.kokomo.finance,"Kokomo Finance, an open source and non-custodial lending protocol on Optimism and Arbitrum.","['Optimism', 'Arbitrum']",KokomoFinance,0,"{'Optimism': 0, 'Optimism-borrowed': 203838.10712520423, 'Arbitrum-borrowed': 0, 'Arbitrum': 0, 'borrowed': 203838.10712520423}",Lending
Arbitrum DAO,https://arbitrum.foundation,"The Arbitrum DAO is a decentralized autonomous organization (DAO) built on the Ethereum blockchain. At its core, the Arbitrum DAO is a community-driven governance mechanism that allows $ARB token holders to propose and vote on changes to the organization and the technologies it governs.",['Arbitrum'],arbitrum,0,{'Arbitrum': 0},Services
Atlas Aggregator,https://atlasfi.org,Atlas aggregator is a decentralized multi-chain yield optimizer that allows users to earn compound interest on their crypto assets. Atlas aggregator can provide investors with the highest APY yield in absolute safety,['Arbitrum'],Atlasaggregator,0,"{'pool2': 0, 'Arbitrum-staking': 0, 'Arbitrum': 0, 'Arbitrum-pool2': 0, 'staking': 0}",Yield Aggregator
Empyreal,https://dapp.empyreal.app,Empyreal Protocol is a multipurpose protocol reinforced by ARB on the Arbitrum Ecosystem.,['Arbitrum'],EmpyrealArb,0,"{'pool2': 1.9680670703178216, 'Arbitrum-staking': 0.000231, 'Arbitrum': 0, 'Arbitrum-pool2': 1.9680670703178216, 'staking': 0.000231}",Yield
Arbitrum,https://arbitrum.foundation/,A technology suite designed to scale Ethereum.,['Arbitrum'],arbitrum,0,{'Arbitrum': 0},Chain
Array,https://array.capital,Arbitrum's RealYield Launchpad Integrated DEX & Venture Fund,['Arbitrum'],array_capital,0,"{'Arbitrum-staking': 41699.88171674, 'Arbitrum': 0, 'staking': 41699.88171674}",Farm
Cells Finance,http://www.cells.finance/,"Cells is a non-custodial vault that optimizes the deployment of digital assets to save investors time, money and earn them the highest possible yields.","['Binance', 'Arbitrum']",cellsfi,0,"{'Binance': 0, 'Arbitrum': 0}",Yield Aggregator
